sim,ct,immigration.rate,res.inflow,N.types,max.res.val,max.growth.rate,max.met.maint,max.active.dispersal,starting.seed,flow.rate,height,length,width,total.abundance,ind.production,biomass.prod.N,resource.particles,resource.concentration,species.richness,simpson.e,e.var,avg.pop.size,pop.var,N.max,logmod.skew,Whittakers.turnover,amplitude,frequency,phase,all.biomass,active.biomass,dormant.biomass,all.avg.per.capita.growth,active.avg.per.capita.growth,dormant.avg.per.capita.growth,all.avg.per.capita.maint,active.avg.per.capita.maint,dormant.avg.per.capita.maint,all.avg.per.capita.efficiency,active.avg.per.capita.efficiency,dormant.avg.per.capita.efficiency,all.avg.per.capita.active.dispersal,active.avg.per.capita.active.dispersal,dormant.avg.per.capita.active.dispersal,all.avg.per.capita.rpf,active.avg.per.capita.rpf,dormant.avg.per.capita.rpf,all.avg.per.capita.mf,active.avg.per.capita.mf,dormant.avg.per.capita.mf,all.size,active.size,dormant.size,N.active,S.active,N.dormant,S.Dormant,Percent.Dormant,dorm.limit
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,203,0,0.0,4,0.0625,2,0.6317,0.49703649133930339,101.5,6006.25,179,0.0,0.0,0.1,0.1,0.1,15.775769182323488,16.071826229646081,6.0552294618984872,0.08237556126407472,0.082231528825123121,0.087104626342986158,0.0032367407245949779,0.0032252459659444211,0.0036141519669549223,0.012873563218390805,0.01326565143824027,0,0.064454914387131718,0.064361042232490895,0.067537050131172074,0.033807265672748978,0.033955700646882254,0.028933650688706136,12.182266009852217,12.218274111675127,11.0,0.21100113457800862,0.21538151568696273,0.067178621500682878,197,2,6,1,2.955665024630542,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,211,2,0.0,7,0.109375,2,0.632,0.49781670616188722,105.5,6480.25,186,0.0,0.0,0.1,0.1,0.1,15.714067283556846,16.095112441080662,6.0450464113899773,0.082365288808334602,0.082178516885786757,0.087104626342986158,0.0032359209134445112,0.003221015256163313,0.0036141519669549223,0.012901527119536597,0.013409961685823753,0,0.064448219384528146,0.064326492064463364,0.067537050131172088,0.033817852119199306,0.034010332963750764,0.028933650688706136,12.184834123222748,12.231527093596059,11.0,0.20250811283708536,0.2081188482590535,0.060135701504643549,203,2,8,1,3.7914691943127963,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,216,0,0.0,5,0.078125,2,0.6343,0.50353419504846653,108.0,6724.0,190,0.0,0.0,0.1,0.1,0.1,15.701284384748966,16.129477621260836,5.852839944975992,0.082289810469819771,0.082080470649247339,0.087104626342986158,0.0032298972337034197,0.0032131905061707458,0.0036141519669549227,0.013106995884773662,0.013676865271068166,0,0.064399026894859379,0.064262591101976227,0.067537050131172088,0.033895637549388638,0.034111376108548745,0.028933650688706139,12.203703703703704,12.256038647342995,11.0,0.19782042503993064,0.2035947231201794,0.065011569194209237,207,2,9,1,4.166666666666666,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,216,1,0.0,6,0.09375,2,0.6343,0.50353419504846653,108.0,6724.0,190,0.0,0.0,0.1,0.1,0.1,15.585426377703786,16.06117227469236,5.7850608997391335,0.082289810469819785,0.082056081543937925,0.087104626342986172,0.0032298972337034197,0.0032112440913125702,0.0036141519669549227,0.013106995884773662,0.01374325782092772,0,0.064399026894859379,0.064246695669795656,0.067537050131172088,0.033895637549388638,0.034136510697965458,0.028933650688706136,12.203703703703704,12.262135922330097,11.0,0.19733885786071426,0.20407810279206989,0.058510412274788315,206,2,10,1,4.62962962962963,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,181,0,0.0,10,0.15625,6,0.518,0.31122707031238739,30.166666666666668,846.80555555555554,72,0.17233605243840602,nan,0.1,0.1,0.1,10.381694027462325,10.588360328568086,1.23671020353242,0.034428760847953301,0.034598797072918984,0.026904657893221773,0.0055061011220535984,0.005464450214043709,0.0073491538014911996,0.017237569060773478,0.01753923414940364,0.0038888888888888883,0.066327837829094807,0.066602175296260072,0.054188404907032139,0.053291727105714677,0.053443730567999413,0.046565573899615464,3.0386740331491713,3.0112994350282487,4.25,0.25996899410772845,0.2270576820262144,1.7162945537147247,177,6,4,2,2.209944751381215,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,182,0,0.0,9,0.140625,6,0.5109,0.30519933013831591,30.333333333333332,880.88888888888903,73,0.17416136174948074,0.0,0.1,0.1,0.1,10.061762516990743,10.194101617941913,2.1655294935710501,0.034142163909751423,0.034522915819064338,0.011423966654080471,0.0054939176423482476,0.0054360920256571622,0.0089441794382496952,0.017252747252747253,0.01754189944134078,0,0.066568918480349973,0.066756537091953519,0.055374341321337783,0.053252021911853423,0.053634915275845678,0.030406051193649128,3.0054945054945055,3.0,3.3333333333333335,0.22533129064062662,0.22372571783097706,0.32113046828305214,179,6,3,2,1.6483516483516485,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,183,0,0.0,5,0.078125,6,0.5101,0.30416055862160907,30.5,893.58333333333337,73,0.17418066514629987,0.0,0.1,0.1,0.1,9.7690308419355016,9.9964401573825636,1.6732592120201251,0.034023605718809163,0.034714683845206859,0.009421224419051303,0.0054955658163538257,0.0054140531830861732,0.008397415560682301,0.017158469945355189,0.017640449438202244,0,0.066559747146691564,0.066799277268032503,0.058032474826954152,0.053240448257590646,0.053775980123648384,0.034175513825934922,3.0,2.99438202247191,3.2000000000000002,0.22409997211253577,0.22221490103917094,0.29120850232432333,178,6,5,2,2.73224043715847,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,184,0,0.0,3,0.046875,6,0.5045,0.30324246758281481,30.666666666666668,923.55555555555554,75,0.18196031832904119,0.0,0.1,0.1,0.1,9.379182002827509,9.594558165017995,1.6687153964081418,0.034436312709120016,0.035135058192082826,0.009421224419051303,0.0054697132350814293,0.0053879338405115719,0.008397415560682301,0.017451690821256034,0.017939168218497826,0,0.066687125790089744,0.066928875816992958,0.058032474826954152,0.053405333397814496,0.053942479195911698,0.034175513825934922,3.0,2.994413407821229,3.2000000000000002,0.22109706970332835,0.22091613866060344,0.22757440103288054,179,6,5,2,2.717391304347826,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,189,1,0.0,6,0.09375,6,0.4993,0.2983307291741214,31.5,994.91666666666663,78,0.18636661516281752,0.0,0.1,0.1,0.1,9.7073417101367756,9.9534192264349652,2.2019774630419966,0.03458064430114545,0.0348920644026511,0.025082331205223286,0.0054523399107701941,0.0053428395097127254,0.0087921021430230218,0.017554379776601996,0.018044930176077712,0.0025925925925925921,0.066816073614519772,0.067362387682675384,0.050153494535773419,0.053513031557201649,0.054123405424307165,0.034896628610483704,2.9894179894179893,2.9508196721311477,4.166666666666667,0.21524794087519791,0.20006426457083831,0.67835006815816545,183,5,6,3,3.1746031746031744,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,194,0,0.0,4,0.0625,6,0.4971,0.29365751566532317,32.333333333333336,1057.5555555555554,82,0.19011375981045772,0.0,0.1,0.1,0.1,9.8876908163590969,10.138221575984307,2.0377270147691386,0.034922249948391867,0.035236289908280233,0.025082331205223286,0.0054366053303764204,0.0053295150065685503,0.0087921021430230218,0.017835051546391752,0.018321513002364061,0.0025925925925925921,0.06698088543022826,0.06751792982047683,0.050153494535773419,0.053611395442019399,0.054208675234515218,0.034896628610483704,2.9896907216494846,2.9521276595744679,4.166666666666667,0.20970031353305368,0.19643580278149278,0.62532165041529653,188,5,6,3,3.0927835051546393,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,198,0,0.0,5,0.078125,6,0.4833,0.23605834236282119,33.0,1164.3333333333333,86,0.19827457722241562,0.0,0.1,0.1,0.1,10.07248774392945,10.2894162415393,1.6990477361893155,0.035377329985009864,0.035625155583574299,0.025811261880422681,0.0053720664328609762,0.005298417304012551,0.0082149228064102939,0.018193041526374857,0.018583765112262517,0.0031111111111111105,0.067292948175060804,0.067695162928708058,0.051767458684276901,0.054031860605934325,0.054406670291939456,0.039564206726136406,2.9747474747474749,2.9430051813471501,4.2000000000000002,0.20225708834214595,0.18964506140797402,0.6890813280011806,193,5,5,3,2.525252525252525,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,198,1,0.0,7,0.109375,6,0.4776,0.23256625428933375,33.0,1191.0,87,0.20018303501256307,0.0,0.1,0.1,0.1,10.194391828000956,10.421122015390216,1.4426065947756939,0.035224916364443665,0.035893405793080778,0.009421224419051303,0.0053594056971554742,0.0052807007784112583,0.008397415560682301,0.018294051627384955,0.018767990788716174,0,0.067521806518175312,0.067767644126756177,0.058032474826954152,0.054006261306142403,0.054520011240862809,0.034175513825934922,2.9494949494949494,2.9430051813471501,3.2000000000000002,0.19215097029994579,0.18794333046920908,0.35456586776638388,193,5,5,2,2.525252525252525,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,198,0,0.0,7,0.109375,5,0.566,0.35606158713462177,39.6,1202.6400000000001,88,0.11876808568783283,0.18181818181818182,0.1,0.1,0.1,10.239298472351249,10.381366452943587,1.0048797338493789,0.035410531130464017,0.035856583746832579,0.0064171110665075517,0.0053214258056261581,0.0052867205142614667,0.007577269744331208,0.018473625140291803,0.018757834757834754,0,0.067693144258152135,0.06778042839927173,0.06201967508537868,0.054259522785356305,0.054481519939371573,0.039829707774363607,2.9444444444444446,2.9435897435897438,3.0,0.18573725985885978,0.18601570656696079,0.16763822383229546,195,5,3,1,1.5151515151515151,0.1
1,14,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.021544346900318846,4.0,4.0,4,197,0,0.0,4,0.0625,5,0.5624,0.35669137916515115,39.4,1207.8399999999999,88,0.12297041964102642,0.0,0.1,0.1,0.1,9.7938200280934566,9.9722757064145888,1.1833335490987962,0.035557705851600854,0.036161656002587243,0.0064171110665075517,0.0053099748211657286,0.0052629842528099657,0.007577269744331208,0.018567399887196835,0.018952216465169831,0,0.067721943594054548,0.06784012532480431,0.062019675085378687,0.054332770577290281,0.054633352189786169,0.039829707774363607,2.9441624365482233,2.9430051813471501,3.0,0.18584649957595645,0.18621500998452592,0.16806587236247991,193,5,4,1,2.030456852791878,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,423,2,-4.547473508864641e-13,12,0.1875,5,0.2442,0.20420803717303604,84.6,22145.439999999995,382,0.39695034021374687,nan,0.1,0.1,0.1,6.6308858038849436,6.6466676084061858,3.3088159521632443,0.084287739896816288,0.084266097982271013,0.088843362908595985,0.00091762472252945068,0.00091162466910423782,0.0021806359685367705,0.012114762280010506,0.012003404592240694,0.035555555555555549,0.045891828905015114,0.046009985453902773,0.021019875364161413,0.082731524924569311,0.082865225718711591,0.054587507757620848,2.3475177304964538,2.3491686460807601,2.0,0.15593231645945624,0.14838991173123223,1.7436085117506133,421,5,2,1,0.4728132387706856,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,440,0,0.0,11,0.171875,5,0.2423,0.20080222083526067,88.0,24214.0,399,0.3970347830245734,0.0,0.1,0.1,0.1,6.52091780509783,6.5285699061605431,3.1616454385666519,0.084485624161516351,0.084475697649564002,0.088843362908595985,0.00091337244122951524,0.00091048573615592229,0.0021806359685367705,0.011646691919191918,0.011592229815236648,0.035555555555555549,0.045972168936144565,0.046029007873666164,0.021019875364161413,0.082893494830776474,0.082957973161239248,0.054587507757620848,2.334090909090909,2.334851936218679,2.0,0.14990765877806811,0.14627736070751568,1.7436085117506133,439,5,1,1,0.22727272727272727,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,455,3,-9.094947017729282e-13,9,0.140625,5,0.2396,0.19523780047234374,91.0,26278.799999999999,415,0.39708064781837249,0.0,0.1,0.1,0.1,6.4864697040096253,6.5003132224772955,3.3509127710824043,0.084649192247461993,0.084629425296709318,0.089126406592942048,0.00090686656924474638,0.00090427392353356173,0.0014941008228280632,0.011184590964590964,0.011155481972038262,0.017777777777777774,0.046097305370715713,0.046148527263499953,0.034495546655087028,0.08309742684182414,0.083151916154678804,0.070755597480246624,2.3230769230769233,2.3245033112582782,2.0,0.14113354142988871,0.13788103942177291,0.87782524626812464,453,5,2,2,0.43956043956043955,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,482,8,9.094947017729282e-13,9,0.140625,5,0.2382,0.19152833832395544,96.4,29722.640000000003,441,0.39716714609981302,0.0,0.1,0.1,0.1,6.4910557031346734,6.5169757294075836,3.3936125635216365,0.084735607932283422,0.084698864847256985,0.089126406592942034,0.00090092620463874933,0.00089596240030243707,0.0014941008228280632,0.010783978792070079,0.010725453277545328,0.017777777777777774,0.046159831929781389,0.046257441011577999,0.034495546655087028,0.08318810157466712,0.083292139265833814,0.070755597480246624,2.3319502074688798,2.3347280334728033,2.0,0.13322772064439703,0.12879544485484631,0.66288467749570701,478,5,4,2,0.8298755186721992,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,487,1,4.547473508864641e-13,6,0.09375,5,0.2377,0.1907119253628432,97.4,30415.840000000004,446,0.39718474275996846,0.0,0.1,0.1,0.1,6.4390325088832236,6.4582540898301781,3.3379507827745898,0.08478359399332043,0.084756090932404715,0.089220754487724055,0.00089996767766216412,0.00089770349524524479,0.0012652557742584942,0.010673260323979011,0.010665955004591368,0.01185185185185185,0.046178429322145165,0.046223001588075435,0.038987437085395565,0.083226454609864289,0.083270348167025915,0.076144960721121882,2.3285420944558521,2.330578512396694,2.0,0.13185987957001927,0.12900005557126415,0.5932448180358405,484,5,3,2,0.6160164271047228,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,489,0,0.0,5,0.078125,5,0.2365,0.18701275494629632,97.8,30872.159999999996,449,0.39716588352613585,0.0,0.1,0.1,0.1,6.3852677556771962,6.4038234654749822,3.3792427684358981,0.084803671293804339,0.084776405348162859,0.089220754487724055,0.00089678184066318048,0.00089450731020888831,0.0012652557742584942,0.010556896159963644,0.010548902606310013,0.01185185185185185,0.046240877010958227,0.046285651331486398,0.038987437085395565,0.083307703371891417,0.083351917832698658,0.076144960721121882,2.3271983640081801,2.3292181069958846,2.0,0.12775491378087681,0.12667535522760606,0.30264339941073831,486,5,3,2,0.6134969325153374,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,509,3,0.0,7,0.109375,5,0.234,0.17976497519829304,101.8,33931.360000000001,470,0.39720242915356729,0.0,0.1,0.1,0.1,6.3909611747001973,6.4148002103900961,2.3701104883374557,0.084985757083663613,0.084942910244383801,0.092212590642190617,0.0008905787098924655,0.00088209278402317799,0.0023218715398456353,0.010072233136869679,0.0097058519982433037,0.07186851851851854,0.046361816424087772,0.046408624635381777,0.038466831452499149,0.083513314091075833,0.083655393973656289,0.05954917389584103,2.3143418467583499,2.3122529644268774,2.6666666666666665,0.12102229584081228,0.11898578361161667,0.46451402516513812,506,5,3,2,0.5893909626719057,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,509,0,0.0,6,0.09375,5,0.234,0.17976497519829304,101.8,33931.360000000001,470,0.39720242915356729,0.0,0.1,0.1,0.1,6.3569162722834962,6.3806927405908311,2.3466186177793431,0.084985757083663613,0.084942910244383801,0.092212590642190617,0.0008905787098924655,0.00088209278402317799,0.0023218715398456353,0.010072233136869679,0.0097058519982433037,0.07186851851851854,0.046361816424087772,0.046408624635381777,0.038466831452499149,0.083513314091075833,0.083655393973656289,0.05954917389584103,2.3143418467583499,2.3122529644268774,2.6666666666666665,0.12102229584081228,0.11898578361161667,0.46451402516513812,506,5,3,2,0.5893909626719057,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,528,0,0.0,8,0.125,5,0.2344,0.17698197937191762,105.6,36413.839999999989,487,0.39709709469515742,0.0,0.1,0.1,0.1,6.3466573092636382,6.3697023569673146,2.3137739611201291,0.084913285255357601,0.084871574938861424,0.092212590642190617,0.00089298695812232119,0.00088482190336961657,0.0023218715398456353,0.010317950336700335,0.0099662328042328038,0.07186851851851854,0.046347399379227272,0.04639243119595144,0.038466831452499149,0.083504462700284429,0.083641350064881242,0.05954917389584103,2.3030303030303032,2.3009523809523809,2.6666666666666665,0.11666732686169215,0.11467963144281532,0.46451402516513812,525,5,3,2,0.5681818181818182,0.1
1,15,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.016037187437513308,4.0,4.0,4,534,0,0.0,9,0.140625,5,0.234,0.14902552268805647,106.8,37343.360000000001,493,0.39697239842204146,0.0,0.1,0.1,0.1,6.3288921414006527,6.3403541777067076,3.2799904839898444,0.084833528553156595,0.084816325839907988,0.089409450277288097,0.00088618725038792012,0.00088648282021223793,0.00080756567711935581,0.010098928422804828,0.010136894319131161,0,0.04638328075859019,0.046377311069915682,0.047971217946012647,0.083631622953478452,0.083619246772089761,0.086923687202872399,2.2958801498127341,2.2969924812030076,2.0,0.11281448024313662,0.11317068892383091,0.018062971178454176,532,5,2,1,0.37453183520599254,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,162,0,0.0,1,0.015625,7,0.3042,0.22305334168677526,23.142857142857142,1224.9795918367349,106,0.44395051236456506,nan,0.1,0.1,0.1,10.942327016327763,11.228106303788746,5.4410757327038333,0.070763008656483495,0.071179531111628641,0.062744951394939269,0.0015284718401799605,0.0013389822244114574,0.0051761469437236482,0.022169821673525381,0.023220490620490621,0.0019444444444444442,0.044716157216849156,0.044812364054922213,0.042864175583942871,0.037052217740692318,0.037381258084874802,0.030718191115179413,6.8024691358024691,6.7077922077922079,8.625,0.67944320927080648,0.60798850360592549,2.0549462933197655,154,5,8,4,4.938271604938271,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,168,0,0.0,1,0.015625,7,0.2999,0.21928510494141562,24.0,1344.5714285714287,111,0.4462648640347841,0.0,0.1,0.1,0.1,10.743776955635022,11.084925955844911,5.8746503162757042,0.070778783787794355,0.070923378019424513,0.068715029754527271,0.00152877464179296,0.0013434181837473956,0.0041743168157160095,0.022026190476190477,0.023470346779900921,0.0014141414141414139,0.044874431958778792,0.044770438067087706,0.046358708412915346,0.037060351813583893,0.037435355201219787,0.031708030735507965,6.8392857142857144,6.7070063694267512,8.7272727272727266,0.65517738036827766,0.59262906336456134,1.5479124503304091,157,5,11,4,6.547619047619048,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,173,0,0.0,2,0.03125,6,0.3464,0.23839978362426539,28.833333333333332,1568.8055555555559,115,0.41209626557944784,0.15384615384615385,0.1,0.1,0.1,11.344006136696427,11.74576781789135,5.4271522863711787,0.071054174341315654,0.071240090704626155,0.068316133354379152,0.0014973925380688668,0.0013468986146083538,0.0037137575926691397,0.023175369299935775,0.024076851851851853,0.0098989898989898985,0.045087506737610077,0.044995171696923741,0.046447350064081599,0.037519310455289841,0.037740330006046256,0.034264295253240595,6.8612716763005777,6.7345679012345681,8.7272727272727266,0.56940782619360597,0.5466736024857678,0.90422093898176892,162,5,11,4,6.358381502890173,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,180,0,0.0,2,0.03125,6,0.3402,0.23391650938988673,30.0,1745.3333333333333,121,0.41369045203854482,0.0,0.1,0.1,0.1,10.757040138896691,11.030328151026941,4.8813478780963093,0.071482615993262388,0.071914529814124106,0.06219646884473562,0.0014899513548764065,0.0013479547661713923,0.0045428780120342028,0.022274104938271606,0.022677034883720932,0.01361111111111111,0.045329636321263793,0.045438639970890191,0.042986057854296461,0.037326986594991493,0.037470890398151012,0.034233054827061779,6.9055555555555559,6.8255813953488369,8.625,0.53776246741990585,0.51537818257968193,1.0190245914847216,172,5,8,4,4.444444444444445,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,184,0,0.0,3,0.046875,6,0.3348,0.23172564080873026,30.666666666666668,1868.8888888888889,125,0.4157961372522001,0.0,0.1,0.1,0.1,10.809682915458644,11.108645709652615,4.9965174727981125,0.071768542574135563,0.072132599109540743,0.064689665496812612,0.0014902300168942156,0.0013506087383118078,0.0042050882115521404,0.021789885265700484,0.022288285714285715,0.012098765432098764,0.045554589066964767,0.045614162644935084,0.044396213939764478,0.037262217387630463,0.03741734832943501,0.034245782408097586,6.9510869565217392,6.862857142857143,8.6666666666666661,0.52607197899773406,0.50606356344396786,0.9151245036542982,175,5,9,4,4.891304347826087,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,187,0,0.0,3,0.046875,6,0.3309,0.23013783390181441,31.166666666666668,1964.4722222222219,128,0.41724232542346945,0.0,0.1,0.1,0.1,10.986532420631903,11.292811211772294,4.9290185514108638,0.071974960159257917,0.072343317754550093,0.064689665496812612,0.0014904311900086774,0.0013531732507171535,0.0042050882115521404,0.021440314913844329,0.021912640449438203,0.012098765432098764,0.045716988107978848,0.04578376882434923,0.044396213939764478,0.037215458868947365,0.037365611049552126,0.034245782408097593,6.9839572192513373,6.8988764044943824,8.6666666666666661,0.51763232158065808,0.4965467278469069,0.9346585087592939,178,5,9,4,4.81283422459893,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,185,0,0.0,2,0.03125,5,0.3887,0.24002019591489998,37.0,2153.1999999999998,128,0.37253849582912246,0.18181818181818182,0.1,0.1,0.1,10.916526011580949,11.149049887471449,6.3693924386111451,0.072372832827148487,0.072203636834562851,0.075681554459934464,0.0013599422170130411,0.0013514732898423981,0.0015255567927945034,0.021672102102102103,0.022161647727272728,0.012098765432098764,0.045946353585421339,0.045671340485722418,0.051324387535089,0.037346520003062711,0.037399906594929033,0.036302515539899036,6.9405405405405407,6.875,8.2222222222222214,0.50860438086958126,0.50063957501968159,0.66436058415650856,176,5,9,2,4.864864864864865,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,197,0,0.0,2,0.03125,5,0.3929,0.23212323509681532,39.4,2399.0399999999995,135,0.36698946710064417,0.0,0.1,0.1,0.1,10.886039230914289,11.105227267252051,6.3074446940810276,0.072664249600567124,0.072519804155171869,0.075681554459934464,0.0013336917691858339,0.0013245067414598866,0.0015255567927945034,0.020351974055273548,0.020747074468085106,0.012098765432098764,0.04576382301556832,0.045497625777931684,0.051324387535089,0.036848709248408128,0.03687485681956016,0.036302515539899036,6.8883248730964466,6.8244680851063828,8.2222222222222214,0.47719739421249557,0.46823745426836727,0.66436058415650856,188,5,9,2,4.568527918781726,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,196,0,0.0,2,0.03125,5,0.3943,0.23265249546574229,39.2,2360.96,134,0.36648642947884541,0.0,0.1,0.1,0.1,10.884585847115842,11.082811285922718,6.2262880351542389,0.072603173125501505,0.072519804155171869,0.074562343928247704,0.0013328291261322121,0.0013245067414598868,0.0015284051659318616,0.020455810657596375,0.020747074468085106,0.01361111111111111,0.045713243221650247,0.045497625777931684,0.050780253149036544,0.0368614699942858,0.03687485681956016,0.036546879600338401,6.8775510204081636,6.8244680851063828,8.125,0.47791934416233661,0.46547437079011333,0.77037621840958459,188,5,8,2,4.081632653061225,0.1
1,16,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.01193776641714437,4.0,4.0,4,198,0,0.0,4,0.0625,5,0.3959,0.23330490696504436,39.6,2393.0400000000004,135,0.36610330943409292,0.0,0.1,0.1,0.1,10.951960733980904,11.156364476653387,7.109170371738232,0.072953918013054869,0.072332571167290319,0.084635238713428596,0.0013253787034803982,0.0013159430064476727,0.0015027698076956375,0.020788159371492705,0.021893912529550828,0,0.045765927432292706,0.045238718113611007,0.055677462623508631,0.037012007316595243,0.037153730947457532,0.03434760305638411,6.8636363636363633,6.75,9.0,0.45045733389028386,0.46391195960108039,0.19751037052730952,188,5,10,1,5.05050505050505,0.1
1,17,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.008886238162743407,4.0,4.0,4,156,0,0.0,6,0.09375,8,0.5043,0.44260147447332931,19.5,373.75,59,0.31452033818687497,0,0.1,0.1,0.1,6.8875781413211232,7.1176372110510764,3.1299466690652311,0.057786523492672326,0.059549574975801524,0.02899001593489527,0.0028558732935361421,0.0026020074447741215,0.0070023488233158142,0.042749287749287747,0.040181405895691608,0.084691358024691354,0.02906768573312055,0.028670235664879428,0.035559370181058883,0.018753387979147041,0.018139106302240325,0.02878665536862339,7.4615384615384617,7.4285714285714288,8.0,0.40002479721554923,0.3952705720792084,0.4776771411091168,147,7,9,2,5.769230769230769,0.1
1,17,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.008886238162743407,4.0,4.0,4,162,0,0.0,6,0.09375,8,0.5041,0.43287411552282895,20.25,403.4375,61,0.31073679972216151,0.0,0.1,0.1,0.1,6.985521655915071,7.2249311552804327,2.9155601667039392,0.058259322570840898,0.059981046490602402,0.02899001593489527,0.0028084340141050802,0.0025617331429750368,0.0070023488233158142,0.043340192043895734,0.040907770515613652,0.084691358024691354,0.029091290759480845,0.028710815499388014,0.035559370181058883,0.018684043824332891,0.018089772557021683,0.02878665536862339,7.7530864197530862,7.738562091503268,8.0,0.38520906398534371,0.37976976533100415,0.4776771411091168,153,7,9,2,5.555555555555555,0.1
1,17,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.008886238162743407,4.0,4.0,4,163,0,0.0,5,0.078125,8,0.4943,0.35395091218463581,20.375,424.734375,62,0.30846665646771138,0.0,0.1,0.1,0.1,7.1052524926059455,7.3211696210186439,2.9218581296099195,0.058690632004653964,0.059830036085983661,0.036614677928891344,0.0027646056988950185,0.0025667898261360327,0.0065972882336003732,0.043169734151329235,0.039777777777777773,0.10888888888888888,0.029129540890428914,0.028598770240551019,0.039413222231813129,0.018328293523234007,0.018601006570493277,0.01304447823258563,7.6993865030674851,7.6838709677419352,8.0,0.37850311250717206,0.3763359553973471,0.42049178151002997,155,8,8,1,4.9079754601226995,0.1
